-10.281,7.4787
-6.424,7.5872
2.333,7.5406
3.333,-8.1137
4.667,7.5575
7,-8.0081
10.333,7.5246
15,-7.9037
0.333,-8.1725
-0.0179,-2.7833
-0.3509,2.4566
-0.667,7.6057
1.667,-8.0503
1.333,-2.8505
1,2.5021
0.667,7.6448
-25,-8.3921
-14.638,-8.058
-7.91,-8.1117
-5.3715,-8.0607
-3.6492,-8.248
-3.9644,-3.0407
-4.3152,2.1861
-4.6314,7.5182
-2.3151,-8.2936
-2.6491,-3.0661
-2.9821,2.2338
-3.3152,7.4204
-1,-8.4129
-1.333,-3.1004
-1.667,2.0533
-1.9821,7.2501
